name,meeting_date,calendar_link,meeting_time,meeting_location,meeting_details,agenda,minutes,video,eComment
"Community & Economic Development Committee", "5/27/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=314849&GUID=4671062D-75BE-433C-946F-FD2381ED0426", "2:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=314849&GUID=4671062D-75BE-433C-946F-FD2381ED0426&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=314849&GUID=4671062D-75BE-433C-946F-FD2381ED0426", "https://oakland.legistar.com/View.ashx?M=M&ID=314849&GUID=4671062D-75BE-433C-946F-FD2381ED0426", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1534&Mode2=Video", "None"
"Public Works Committee", "5/27/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=314846&GUID=96FEF678-4432-4034-9730-0BCC09FFB739", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=314846&GUID=96FEF678-4432-4034-9730-0BCC09FFB739&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=314846&GUID=96FEF678-4432-4034-9730-0BCC09FFB739", "https://oakland.legistar.com/View.ashx?M=M&ID=314846&GUID=96FEF678-4432-4034-9730-0BCC09FFB739", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1532&Mode2=Video", "None"
"Finance & Management Committee", "5/27/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=314838&GUID=0953E404-65B2-43FC-AFE2-1AD7FC712AE4", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=314838&GUID=0953E404-65B2-43FC-AFE2-1AD7FC712AE4&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=314838&GUID=0953E404-65B2-43FC-AFE2-1AD7FC712AE4", "https://oakland.legistar.com/View.ashx?M=M&ID=314838&GUID=0953E404-65B2-43FC-AFE2-1AD7FC712AE4", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1531&Mode2=Video", "None"
"Rules & Legislation Committee", "5/22/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=313563&GUID=1D6299D6-D931-4039-A5A7-E3967F82F009", "10:45 AM", "City Council Chambers - 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=313563&GUID=1D6299D6-D931-4039-A5A7-E3967F82F009&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=313563&GUID=1D6299D6-D931-4039-A5A7-E3967F82F009", "https://oakland.legistar.com/View.ashx?M=M&ID=313563&GUID=1D6299D6-D931-4039-A5A7-E3967F82F009", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1530&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "5/20/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=313557&GUID=D23BCFF3-9B85-43C6-A096-1095CCDAAE1B", "5:30 PM", "City Council Chambers, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=313557&GUID=D23BCFF3-9B85-43C6-A096-1095CCDAAE1B&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=313557&GUID=D23BCFF3-9B85-43C6-A096-1095CCDAAE1B", "https://oakland.legistar.com/View.ashx?M=M&ID=313557&GUID=D23BCFF3-9B85-43C6-A096-1095CCDAAE1B", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1528&Mode2=Video", "None"
"Rules and Legislation Committee - CANCELLED", "5/15/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=312636&GUID=F94E1A15-9D3E-4C12-AC0F-2FBF87035668", "10:45 AM", "City Council Chambers - 3rd Floor Cancelled due to no quorum", "https://oakland.legistar.com/MeetingDetail.aspx?ID=312636&GUID=F94E1A15-9D3E-4C12-AC0F-2FBF87035668&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=312636&GUID=F94E1A15-9D3E-4C12-AC0F-2FBF87035668", "None", "None", "None"
"Rules and Legislation Committee - CANCELLED", "5/15/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=317231&GUID=B52FDF63-E2C2-4146-94B8-E2211A81279C", "10:45 AM", "City Council Chambers - 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=317231&GUID=B52FDF63-E2C2-4146-94B8-E2211A81279C&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=317231&GUID=B52FDF63-E2C2-4146-94B8-E2211A81279C", "None", "None", "None"
"Special Public Safety Committee", "5/13/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=312600&GUID=9D8219B7-8711-43CF-92AF-A8C1779E4EF5", "6:00 PM", "Castlemont High School, 8601 MacArthur Blvd., Oakland *** PLEASE NOTE CHANGE IN LOCATION ***", "https://oakland.legistar.com/MeetingDetail.aspx?ID=312600&GUID=9D8219B7-8711-43CF-92AF-A8C1779E4EF5&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=312600&GUID=9D8219B7-8711-43CF-92AF-A8C1779E4EF5", "https://oakland.legistar.com/View.ashx?M=M&ID=312600&GUID=9D8219B7-8711-43CF-92AF-A8C1779E4EF5", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1526&Mode2=Video", "None"
"Life Enrichment Committee", "5/13/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=312634&GUID=0196A2AC-D550-45AC-A188-338EB2786220", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=312634&GUID=0196A2AC-D550-45AC-A188-338EB2786220&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=312634&GUID=0196A2AC-D550-45AC-A188-338EB2786220", "https://oakland.legistar.com/View.ashx?M=M&ID=312634&GUID=0196A2AC-D550-45AC-A188-338EB2786220", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1525&Mode2=Video", "None"
"Community and Economic Development Committee - CANCELLED", "5/13/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=312599&GUID=7ACBA2C2-C3D8-423C-85BB-0A3F1B88BB20", "2:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=312599&GUID=7ACBA2C2-C3D8-423C-85BB-0A3F1B88BB20&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=312599&GUID=7ACBA2C2-C3D8-423C-85BB-0A3F1B88BB20", "None", "None", "None"
"Public Works Committee", "5/13/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=312635&GUID=C65609D5-0E66-473D-9EC4-73CD6284A5BC", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=312635&GUID=C65609D5-0E66-473D-9EC4-73CD6284A5BC&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=312635&GUID=C65609D5-0E66-473D-9EC4-73CD6284A5BC", "https://oakland.legistar.com/View.ashx?M=M&ID=312635&GUID=C65609D5-0E66-473D-9EC4-73CD6284A5BC", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1524&Mode2=Video", "None"
"Finance & Management Committee", "5/13/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=312596&GUID=C529508C-3398-4072-AD82-F686D310B4D5", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=312596&GUID=C529508C-3398-4072-AD82-F686D310B4D5&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=312596&GUID=C529508C-3398-4072-AD82-F686D310B4D5", "https://oakland.legistar.com/View.ashx?M=M&ID=312596&GUID=C529508C-3398-4072-AD82-F686D310B4D5", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1523&Mode2=Video", "None"
" Special Meeting of the Oakland City Council", "5/9/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=312684&GUID=B04AA9EE-8793-4074-892D-30B68DCCBB07", "9:00 AM", "3450 Joaquin Miller Road", "https://oakland.legistar.com/MeetingDetail.aspx?ID=312684&GUID=B04AA9EE-8793-4074-892D-30B68DCCBB07&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=312684&GUID=B04AA9EE-8793-4074-892D-30B68DCCBB07", "https://oakland.legistar.com/View.ashx?M=M&ID=312684&GUID=B04AA9EE-8793-4074-892D-30B68DCCBB07", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1533&Mode2=Video", "None"
"Rules & Legislation Committee", "5/8/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=311845&GUID=612E09FA-42CE-4BDB-AF02-8C485906C88B", "10:45 AM", "City Council Chambers - 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=311845&GUID=612E09FA-42CE-4BDB-AF02-8C485906C88B&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=311845&GUID=612E09FA-42CE-4BDB-AF02-8C485906C88B", "https://oakland.legistar.com/View.ashx?M=M&ID=311845&GUID=612E09FA-42CE-4BDB-AF02-8C485906C88B", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1522&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "5/6/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=311836&GUID=4945C77B-1474-47D2-9E4A-545AB9348379", "5:30 PM", "City Council Chambers, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=311836&GUID=4945C77B-1474-47D2-9E4A-545AB9348379&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=311836&GUID=4945C77B-1474-47D2-9E4A-545AB9348379", "https://oakland.legistar.com/View.ashx?M=M&ID=311836&GUID=4945C77B-1474-47D2-9E4A-545AB9348379", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1520&Mode2=Video", "None"
"Rules & Legislation Committee", "5/1/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=311454&GUID=9BA697D1-1C55-4577-A873-10E25B249598", "10:45 AM", "City Council Chambers - 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=311454&GUID=9BA697D1-1C55-4577-A873-10E25B249598&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=311454&GUID=9BA697D1-1C55-4577-A873-10E25B249598", "https://oakland.legistar.com/View.ashx?M=M&ID=311454&GUID=9BA697D1-1C55-4577-A873-10E25B249598", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1516&Mode2=Video", "None"
"Special Public Safety Committee", "4/29/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=308720&GUID=086A3C43-B7BB-4AEF-9713-37BFF0C7356B", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=308720&GUID=086A3C43-B7BB-4AEF-9713-37BFF0C7356B&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=308720&GUID=086A3C43-B7BB-4AEF-9713-37BFF0C7356B", "https://oakland.legistar.com/View.ashx?M=M&ID=308720&GUID=086A3C43-B7BB-4AEF-9713-37BFF0C7356B", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1513&Mode2=Video", "None"
"Special Life Enrichment Committee", "4/29/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=311453&GUID=717AEF63-0E07-4E29-9CA3-97A2E808B4D2", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=311453&GUID=717AEF63-0E07-4E29-9CA3-97A2E808B4D2&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=311453&GUID=717AEF63-0E07-4E29-9CA3-97A2E808B4D2", "https://oakland.legistar.com/View.ashx?M=M&ID=311453&GUID=717AEF63-0E07-4E29-9CA3-97A2E808B4D2", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1512&Mode2=Video", "None"
"Special Community & Economic Development Committee", "4/29/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=308717&GUID=AB6CE609-A3C7-40C5-8EE9-21036ACBC0AC", "2:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=308717&GUID=AB6CE609-A3C7-40C5-8EE9-21036ACBC0AC&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=308717&GUID=AB6CE609-A3C7-40C5-8EE9-21036ACBC0AC", "https://oakland.legistar.com/View.ashx?M=M&ID=308717&GUID=AB6CE609-A3C7-40C5-8EE9-21036ACBC0AC", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1511&Mode2=Video", "None"
"Special Public Works Committee", "4/29/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=306007&GUID=80174C8C-E645-422D-BAE6-9A51EF2527B8", "11:00 AM", "Sgt. Mark Dunakin Room - 1st Floor *** PLEASE NOTE CHANGE IN TIME ***", "https://oakland.legistar.com/MeetingDetail.aspx?ID=306007&GUID=80174C8C-E645-422D-BAE6-9A51EF2527B8&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=306007&GUID=80174C8C-E645-422D-BAE6-9A51EF2527B8", "https://oakland.legistar.com/View.ashx?M=M&ID=306007&GUID=80174C8C-E645-422D-BAE6-9A51EF2527B8", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1510&Mode2=Video", "None"
"Special Finance & Management Committee", "4/29/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=312983&GUID=651DD2DD-8484-4632-8A7D-1A1AD87345F0", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=312983&GUID=651DD2DD-8484-4632-8A7D-1A1AD87345F0&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=312983&GUID=651DD2DD-8484-4632-8A7D-1A1AD87345F0", "https://oakland.legistar.com/View.ashx?M=M&ID=312983&GUID=651DD2DD-8484-4632-8A7D-1A1AD87345F0", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1509&Mode2=Video", "None"
"Rules & Legislation Committee", "4/24/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=306006&GUID=E1960119-EB02-4727-AF63-115040E82D9A", "10:45 AM", "City Council Chambers - 3rd Floor *** The meeting was cancelled due to a lack of quorum. ***", "https://oakland.legistar.com/MeetingDetail.aspx?ID=306006&GUID=E1960119-EB02-4727-AF63-115040E82D9A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=306006&GUID=E1960119-EB02-4727-AF63-115040E82D9A", "None", "None", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "4/22/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=305862&GUID=D21765D0-49F4-4451-976B-FEA59ACDF5BB", "5:30 PM", "City Council Chambers, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=305862&GUID=D21765D0-49F4-4451-976B-FEA59ACDF5BB&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=305862&GUID=D21765D0-49F4-4451-976B-FEA59ACDF5BB", "https://oakland.legistar.com/View.ashx?M=M&ID=305862&GUID=D21765D0-49F4-4451-976B-FEA59ACDF5BB", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1505&Mode2=Video", "None"
"Rules and Legislation Committee - CANCELLED", "4/17/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=305327&GUID=0433563A-2C24-4373-9FDB-FBA3F2D7F292", "10:45 AM", "City Council Chambers - 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=305327&GUID=0433563A-2C24-4373-9FDB-FBA3F2D7F292&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=305327&GUID=0433563A-2C24-4373-9FDB-FBA3F2D7F292", "None", "None", "None"
"Meeting of the Oakland City Council - CANCELLATION", "4/15/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=305325&GUID=0A31E523-DCA3-40FE-98D5-87AA9711E7BF", "5:30 PM", "City Council Chambers - 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=305325&GUID=0A31E523-DCA3-40FE-98D5-87AA9711E7BF&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=305325&GUID=0A31E523-DCA3-40FE-98D5-87AA9711E7BF", "None", "None", "None"
"Rules & Legislation Committee", "4/10/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=304086&GUID=80D535EE-ECAD-4FF7-9987-B1F2908D737A", "10:45 AM", "City Council Chambers - 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=304086&GUID=80D535EE-ECAD-4FF7-9987-B1F2908D737A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=304086&GUID=80D535EE-ECAD-4FF7-9987-B1F2908D737A", "https://oakland.legistar.com/View.ashx?M=M&ID=304086&GUID=80D535EE-ECAD-4FF7-9987-B1F2908D737A", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1497&Mode2=Video", "None"
"Special Public Safety Committee", "4/8/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=304111&GUID=88FE1E50-418D-405D-AFC5-66F07A3E81DE", "6:00 PM", "Oakland Technical High School, Girl's Gymnasium, 4351 Broadway, Oakland *** PLEASE NOTE CHANGE IN LOCATION ***", "https://oakland.legistar.com/MeetingDetail.aspx?ID=304111&GUID=88FE1E50-418D-405D-AFC5-66F07A3E81DE&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=304111&GUID=88FE1E50-418D-405D-AFC5-66F07A3E81DE", "https://oakland.legistar.com/View.ashx?M=M&ID=304111&GUID=88FE1E50-418D-405D-AFC5-66F07A3E81DE", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1496&Mode2=Video", "None"
"Life Enrichment Committee", "4/8/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=304083&GUID=6A073DA6-1BA1-4F09-8852-BF044211714F", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=304083&GUID=6A073DA6-1BA1-4F09-8852-BF044211714F&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=304083&GUID=6A073DA6-1BA1-4F09-8852-BF044211714F", "https://oakland.legistar.com/View.ashx?M=M&ID=304083&GUID=6A073DA6-1BA1-4F09-8852-BF044211714F", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1495&Mode2=Video", "None"
"Community & Economic Development Committee", "4/8/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=304109&GUID=4B0D8DA9-3F2D-4F05-B422-583E989690A9", "2:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=304109&GUID=4B0D8DA9-3F2D-4F05-B422-583E989690A9&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=304109&GUID=4B0D8DA9-3F2D-4F05-B422-583E989690A9", "https://oakland.legistar.com/View.ashx?M=M&ID=304109&GUID=4B0D8DA9-3F2D-4F05-B422-583E989690A9", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1494&Mode2=Video", "None"
"Public Works Committee", "4/8/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=306115&GUID=5D976A6B-1AAD-408E-A3D2-8DCDC85AFE92", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=306115&GUID=5D976A6B-1AAD-408E-A3D2-8DCDC85AFE92&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=306115&GUID=5D976A6B-1AAD-408E-A3D2-8DCDC85AFE92", "https://oakland.legistar.com/View.ashx?M=M&ID=306115&GUID=5D976A6B-1AAD-408E-A3D2-8DCDC85AFE92", "None", "None"
"Finance & Management Committee", "4/8/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=304082&GUID=FA3D8A9E-091C-4661-8459-0FDF167D3E61", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=304082&GUID=FA3D8A9E-091C-4661-8459-0FDF167D3E61&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=304082&GUID=FA3D8A9E-091C-4661-8459-0FDF167D3E61", "https://oakland.legistar.com/View.ashx?M=M&ID=304082&GUID=FA3D8A9E-091C-4661-8459-0FDF167D3E61", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1492&Mode2=Video", "None"
"Rules & Legislation Committee", "4/3/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=303550&GUID=2FE6FF32-46BE-4E77-BC87-2ADECBB0C9BC", "10:45 AM", "City Council Chambers - 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=303550&GUID=2FE6FF32-46BE-4E77-BC87-2ADECBB0C9BC&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=303550&GUID=2FE6FF32-46BE-4E77-BC87-2ADECBB0C9BC", "https://oakland.legistar.com/View.ashx?M=M&ID=303550&GUID=2FE6FF32-46BE-4E77-BC87-2ADECBB0C9BC", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1491&Mode2=Video", "None"
" Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "4/1/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=303547&GUID=C3FFD0CE-1B5F-427E-8C1C-76FC8959F771", "5:30 PM", "City Council Chambers, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=303547&GUID=C3FFD0CE-1B5F-427E-8C1C-76FC8959F771&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=303547&GUID=C3FFD0CE-1B5F-427E-8C1C-76FC8959F771", "https://oakland.legistar.com/View.ashx?M=M&ID=303547&GUID=C3FFD0CE-1B5F-427E-8C1C-76FC8959F771", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1489&Mode2=Video", "None"
"Rules & Legislation Committee", "3/27/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=302687&GUID=C9AB5C88-4E55-4A62-AEDE-82723F004B45", "10:45 AM", "City Council Chambers - 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=302687&GUID=C9AB5C88-4E55-4A62-AEDE-82723F004B45&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=302687&GUID=C9AB5C88-4E55-4A62-AEDE-82723F004B45", "https://oakland.legistar.com/View.ashx?M=M&ID=302687&GUID=C9AB5C88-4E55-4A62-AEDE-82723F004B45", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1487&Mode2=Video", "None"
"Special Community & Economic Development Committee", "3/26/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=302615&GUID=9370F50A-88DA-4D37-8B40-058FE1BAAA37", "4:30 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=302615&GUID=9370F50A-88DA-4D37-8B40-058FE1BAAA37&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=302615&GUID=9370F50A-88DA-4D37-8B40-058FE1BAAA37", "https://oakland.legistar.com/View.ashx?M=M&ID=302615&GUID=9370F50A-88DA-4D37-8B40-058FE1BAAA37", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1486&Mode2=Video", "None"
"Public Safety Committee", "3/25/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=302613&GUID=228953B1-6BC5-406B-803E-1B11C604EAB0", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=302613&GUID=228953B1-6BC5-406B-803E-1B11C604EAB0&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=302613&GUID=228953B1-6BC5-406B-803E-1B11C604EAB0", "https://oakland.legistar.com/View.ashx?M=M&ID=302613&GUID=228953B1-6BC5-406B-803E-1B11C604EAB0", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1485&Mode2=Video", "None"
"Life Enrichment Committee - CANCELLED", "3/25/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=302679&GUID=87016E18-E0DB-491E-8DA8-979508242E09", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=302679&GUID=87016E18-E0DB-491E-8DA8-979508242E09&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=302679&GUID=87016E18-E0DB-491E-8DA8-979508242E09", "None", "None", "None"
"Special Community & Economic Development Committee", "3/25/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=302569&GUID=003AD679-9050-45FC-AE68-055204F45F57", "1:30 PM", "Sgt. Mark Dunakin Room - 1st Floor *** PLEASE NOTE CHANGE IN TIME ***", "https://oakland.legistar.com/MeetingDetail.aspx?ID=302569&GUID=003AD679-9050-45FC-AE68-055204F45F57&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=302569&GUID=003AD679-9050-45FC-AE68-055204F45F57", "https://oakland.legistar.com/View.ashx?M=M&ID=302569&GUID=003AD679-9050-45FC-AE68-055204F45F57", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1484&Mode2=Video", "None"
"Public Works Committee", "3/25/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=302614&GUID=4F0F83FB-7A96-4B6A-9DAB-4140BACCF5DF", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=302614&GUID=4F0F83FB-7A96-4B6A-9DAB-4140BACCF5DF&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=302614&GUID=4F0F83FB-7A96-4B6A-9DAB-4140BACCF5DF", "https://oakland.legistar.com/View.ashx?M=M&ID=302614&GUID=4F0F83FB-7A96-4B6A-9DAB-4140BACCF5DF", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1483&Mode2=Video", "None"
"Finance & Management Committee", "3/25/2014", "https://oakland.legistar.com/View.ashx?M=IC&ID=302567&GUID=98F7CFB7-1140-4604-9667-B1D5FF1D4952", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=302567&GUID=98F7CFB7-1140-4604-9667-B1D5FF1D4952&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=302567&GUID=98F7CFB7-1140-4604-9667-B1D5FF1D4952", "https://oakland.legistar.com/View.ashx?M=M&ID=302567&GUID=98F7CFB7-1140-4604-9667-B1D5FF1D4952", "https://oakland.legistar.com/Video.aspx?Mode=Granicus&ID1=1482&Mode2=Video", "None"
